token,layer,definitions,distinctValues,usages,files,values
--subpage-card-border-hover,component-or-semantic,19,15,2,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"rgba(var(--hc-accent-rgb), 0.9) | rgba(var(--mono-mid-rgb), 0.14) | var(--documents-card-border) | rgba(255, 255, 255, 0.08) | var( --mid-pill-surface-border-hover, transparent ) | rgba(255, 255, 255, 0.58) | transparent | rgba(148, 163, 184, 0.14) | rgba(126, 95, 88, 0.2) | rgba(230, 230, 230, 0.2) | rgba(248, 253, 255, 0.14) | rgba(148, 163, 184, 0.1) | rgba(var(--mono-light-rgb), 0.2) | rgba(214, 214, 214, 0.15) | rgba(226, 232, 238, 0.18)"
--subpage-card-border,component-or-semantic,20,14,36,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"rgba(var(--hc-accent-rgb), 0.56) | var(--documents-card-border) | var(--mid-pill-surface-border, transparent) | rgba(255, 255, 255, 0.5) | transparent | rgba(148, 163, 184, 0.1) | rgba(126, 95, 88, 0.16) | rgba(214, 214, 214, 0.16) | rgba(248, 253, 255, 0.08) | rgba(var(--hc-accent-rgb), 0.66) | rgba(148, 163, 184, 0.08) | rgba(var(--mono-mid-rgb), 0.16) | rgba(214, 214, 214, 0.09) | rgba(216, 226, 235, 0.12)"
--subpage-card-shadow-hover,component-or-semantic,20,14,12,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/interaction-surfaces.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"none | var(--glass-shell-shadow) | var(--documents-soft-shadow) | var(--documents-strong-shadow) | var( --mid-pill-surface-shadow-hover, var(--input-shadow-hover) ) | var(--btn-primary-shadow-hover) | var(--mid-unified-surface-shadow-hover) | var(--input-shadow-hover) | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.06), 0 10px 22px rgba(var(--dark-black-rgb), 0.2), 0 0 24px -14px rgba(248, 253, 255, 0.28) | 0 0 14px rgba(255, 234, 0, 0.14), 0 12px 26px rgba(0, 0, 0, 0.24), 0 0 28px -16px rgba(255, 234, 0, 0.2) | var(--mono-field-hole-shadow-hover) | inset 0 1px 0 rgba(214, 214, 214, 0.06), 0 12px 26px rgba(7, 7, 7, 0.24), 0 0 26px -16px rgba(84, 84, 84, 0.22) | inset 0 1px 0 rgba(220, 236, 255, 0.07), 0 12px 26px rgba(0, 0, 0, 0.24), 0 0 26px -16px rgba(226, 232, 238, 0.18) | 0 14px 28px rgba(0, 0, 0, 0.2)"
--card-bg,unknown,19,14,2,app/styles/features/chat/mono.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"var(--input-bg) | var(--input-bg-hover, var(--input-bg)) | var(--mono-field-hole-bg) !important | var(--mono-field-hole-bg) | rgba(255, 234, 0, 0.1) | rgba(255, 234, 0, 0.1) !important | var(--mono-input-surface) | var(--mono-input-surface-hover) | var(--workspace-elevated-card-bg, rgba(20, 20, 20, 0.62)) !important | var(--hc-control-bg, rgba(14, 20, 32, 0.72)) | var(--hc-field-bg, var(--hc-control-bg, rgba(14, 20, 32, 0.72))) !important | var(--hc-field-bg-focus, var(--hc-field-bg, var(--hc-control-bg, rgba(14, 20, 32, 0.72)))) !important | var(--orbit-keypad-fill-item, var(--orbit-keypad-fill, transparent)) !important | var(--orbit-keypad-fill-center, var(--orbit-keypad-fill, transparent)) !important"
--glass-ring-surface-bg,component-or-semantic,16,14,86,app/styles/base/core.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"var(--home-panel-bg, rgba(251, 249, 246, 0.93)) | var(--home-panel-bg, rgba(203, 190, 186, 0.79)) | var(--home-panel-bg, rgba(16, 19, 24, 0.84)) | var(--home-panel-bg, rgba(12, 17, 27, 0.86)) | var(--home-panel-bg, rgba(9, 18, 30, 0.86)) | rgba(251, 250, 248, 0.78) | rgba(251, 245, 242, 0.4) | var(--glass-surface-bg, rgba(0, 0, 0, 0.25)) | rgba(14, 16, 20, 0.42) | var(--glass-surface-bg) | rgba(251, 250, 248, 0.8) | rgba(253, 249, 247, 0.46) | rgba(20, 20, 20, 0.62) | rgba(16, 21, 31, 0.41)"
--panel-secondary-border,component-or-semantic,16,14,2,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"transparent | var(--documents-panel-border) | var(--mid-pill-surface-border, transparent) | rgba(148, 163, 184, 0.2) | rgba(var(--hc-accent-rgb), 0.72) | rgba(var(--hc-accent-rgb), 0.52) | rgba(var(--hc-accent-rgb), 0.66) | rgba(255, 234, 0, 0.62) | rgba(148, 163, 184, 0.08) | rgba(126, 95, 88, 0.16) | rgba(var(--mono-mid-rgb), 0.12) | rgba(214, 214, 214, 0.11) | rgba(var(--night-blue-rgb), 0.22) | rgba(148, 163, 184, 0.18)"
--btn-primary-shadow,component-or-semantic,24,13,42,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"inset 0 1px 0 rgba(220, 236, 255, 0.1), 0 5px 12px rgba(2, 6, 16, 0.24) | var(--btn-primary-shadow-hover) | var(--btn-primary-shadow-active) | none | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.06), 0 5px 12px rgba(var(--dark-black-rgb), 0.2) | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.06), 0 5px 12px rgba(var(--dark-black-rgb), 0.22) | inset 0 1px 0 rgba(var(--light-white-rgb), 0.2), 0 2px 6px rgba(15, 23, 42, 0.09) | 0 4px 10px rgba(15, 23, 42, 0.1) | 0 3px 8px rgba(0, 0, 0, 0.22) | var(--mid-unified-surface-shadow) | inset 0 1px 0 rgba(var(--mono-mid-rgb), 0.08), 0 5px 12px rgba(7, 7, 7, 0.24) | inset 0 1px 0 rgba(214, 214, 214, 0.08), 0 5px 12px rgba(7, 7, 7, 0.24) | inset 0 1px 0 rgba(255, 255, 255, 0.06), inset 0 -1px 0 rgba(5, 6, 9, 0.58), 0 5px 12px rgba(0, 0, 0, 0.2)"
--input-border,component-or-semantic,22,13,12,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"2px solid rgba(var(--hc-accent-rgb), 0.68) | 1px solid rgba(var(--mono-mid-rgb), 0.16) | 2px solid rgba(255, 234, 0, 0.68) | var(--mid-unified-surface-border) | 1px solid rgba(255, 255, 255, 0.06) | 1px solid rgba(133, 164, 216, 0.16) | 0 solid transparent | 1px solid rgba(148, 163, 184, 0.22) | 2px solid rgba(var(--hc-accent-rgb), 0.72) | 1px solid rgba(148, 163, 184, 0.08) | 1px solid rgba(214, 214, 214, 0.16) | 1px solid rgba(var(--night-blue-rgb), 0.24) | 2px solid transparent"
--subpage-card-shadow,component-or-semantic,21,13,46,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/mobile/foundations.css | app/styles/mobile/interaction-surfaces.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/shared/glass-subpage.css | app/styles/shared/workspace-guide.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"none | var(--glass-shell-shadow) | var(--documents-soft-shadow) | var( --mid-pill-surface-shadow, var(--input-shadow) ) | var(--btn-primary-shadow) | var(--mid-unified-surface-shadow) | var(--input-shadow) | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.04), 0 8px 18px rgba(var(--dark-black-rgb), 0.14), 0 0 18px -14px rgba(248, 253, 255, 0.22) | 0 0 12px rgba(255, 234, 0, 0.1), 0 10px 22px rgba(0, 0, 0, 0.2), 0 0 24px -16px rgba(255, 234, 0, 0.16) | var(--mono-field-hole-shadow) | inset 0 1px 0 rgba(214, 214, 214, 0.046), 0 10px 22px rgba(7, 7, 7, 0.2), 0 0 22px -16px rgba(84, 84, 84, 0.18) | inset 0 1px 0 rgba(220, 236, 255, 0.05), 0 10px 22px rgba(0, 0, 0, 0.18), 0 0 22px -16px rgba(218, 226, 235, 0.14) | 0 10px 24px rgba(0, 0, 0, 0.16)"
--btn-primary-shadow-active,component-or-semantic,24,12,8,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/mobile/interaction-surfaces.css | app/styles/shared/register.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"var(--btn-primary-shadow-hover) | inset 0 1px 0 rgba(220, 236, 255, 0.08), 0 4px 10px rgba(2, 6, 16, 0.22) | none | var(--btn-primary-shadow) | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.05), 0 4px 10px rgba(var(--dark-black-rgb), 0.18) | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.05), 0 4px 10px rgba(var(--dark-black-rgb), 0.2) | inset 0 1px 0 rgba(var(--light-white-rgb), 0.16), 0 1px 4px rgba(15, 23, 42, 0.08) | 0 1px 4px rgba(15, 23, 42, 0.08) | 0 2px 6px rgba(0, 0, 0, 0.18) | var(--mid-unified-surface-shadow-active) | inset 0 1px 0 rgba(214, 214, 214, 0.07), 0 4px 10px rgba(7, 7, 7, 0.22) | inset 0 1px 0 rgba(255, 255, 255, 0.05), inset 0 -1px 0 rgba(5, 6, 9, 0.56), 0 4px 10px rgba(0, 0, 0, 0.18)"
--glass-surface-bg,component-or-semantic,14,12,57,app/styles/base/core.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"var(--home-panel-bg, rgba(251, 249, 246, 0.93)) | var(--home-panel-bg, rgba(203, 190, 186, 0.79)) | var(--home-panel-bg, rgba(16, 19, 24, 0.84)) | var(--home-panel-bg, rgba(12, 17, 27, 0.86)) | var(--home-panel-bg, rgba(9, 18, 30, 0.86)) | rgba(252, 251, 249, 0.7) | rgba(253, 249, 247, 0.36) | rgba(15, 14, 17, 0.35) | rgba(252, 251, 249, 0.74) | rgba(253, 250, 248, 0.39) | rgba(21, 21, 21, 0.5) | rgba(13, 17, 24, 0.35)"
--documents-dropdown-bg,feature-alias,12,12,5,app/styles/features/documents/workspace.css,"var(--chat-tools-panel-bg, rgba(18, 26, 40, 0.96)) | var(--chat-tools-panel-bg, rgb(249, 249, 248)) | var(--chat-tools-panel-bg, var(--mid-utility-panel-bg)) | var(--chat-tools-panel-bg, rgb(18, 26, 40)) | rgba(31, 33, 38, 0.99) | rgba(18, 26, 40, 0.99) | rgba(18, 26, 40, 0.96) | rgb(249, 249, 248) | var(--mid-utility-panel-bg) | rgb(18, 26, 40) | var(--mono-tooltip-surface) | rgba(9, 14, 24, 0.94)"
--btn-primary-border-active,component-or-semantic,29,11,3,app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/mobile/interaction-surfaces.css | app/styles/shared/register.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"var( --btn-primary-border-hover, var(--btn-primary-border) ) | 2px solid rgba(var(--hc-accent-rgb), 0.95) | 2px solid rgba(255, 234, 0, 0.95) | 0 solid transparent | var(--btn-primary-border) | 2px solid rgba(var(--hc-accent-rgb), 0.96) | 2px solid rgba(var(--hc-accent-rgb), 1) | 1px solid rgba(148, 163, 184, 0.07) | transparent | 1px solid rgba(255, 255, 255, 0.12) | 2px solid var(--hc-accent, #ffea00)"
--btn-primary-border-hover,component-or-semantic,27,11,9,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"2px solid rgba(var(--hc-accent-rgb), 0.9) | 2px solid rgba(255, 234, 0, 0.9) | 0 solid transparent | 2px solid rgba(var(--hc-accent-rgb), 0.92) | 2px solid rgba(var(--hc-accent-rgb), 0.94) | 1px solid rgba(var(--light-white-rgb), 0.62) | 1px solid rgba(148, 163, 184, 0.1) | var(--mid-pill-surface-border-hover) | transparent | 1px solid rgba(255, 255, 255, 0.14) | 2px solid var(--hc-accent, #ffea00)"
--btn-primary-shadow-hover,component-or-semantic,23,11,30,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"inset 0 1px 0 rgba(220, 236, 255, 0.12), 0 7px 14px rgba(2, 6, 16, 0.28) | none | inset 0 1px 0 rgba(var(--dark-white-rgb), 0.08), 0 7px 14px rgba(var(--dark-black-rgb), 0.24) | inset 0 1px 0 rgba(var(--light-white-rgb), 0.28), 0 7px 16px rgba(15, 23, 42, 0.1) | 0 6px 13px rgba(15, 23, 42, 0.102) | var(--mid-unified-surface-shadow-hover) | 0 4px 10px rgba(0, 0, 0, 0.24) | var(--mid-unified-surface-shadow) | inset 0 1px 0 rgba(var(--mono-mid-rgb), 0.1), 0 7px 14px rgba(7, 7, 7, 0.28) | inset 0 1px 0 rgba(214, 214, 214, 0.1), 0 7px 14px rgba(7, 7, 7, 0.28) | inset 0 1px 0 rgba(255, 255, 255, 0.08), inset 0 -1px 0 rgba(5, 6, 9, 0.64), 0 7px 14px rgba(0, 0, 0, 0.24)"
--panel-secondary-bg,component-or-semantic,21,11,2,app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/features/invite/mobile.css | app/styles/mobile/foundations.css | app/styles/mobile/modal-surfaces/form-theme.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"var(--documents-surface-panel-bg) | transparent | var(--documents-panel-bg) | var(--documents-glass-surface) | transparent !important | var(--btn-primary-bg) | var( --mid-pill-surface-bg, var(--input-flat-bg, var(--input-bg)) ) | var(--workspace-elevated-card-bg, var(--input-flat-bg)) | var(--input-bg) | var(--input-flat-bg) | var(--mono-input-surface)"
--input-shadow-hover,component-or-semantic,20,11,19,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"none | var(--mono-field-hole-shadow-hover) | var(--mid-unified-surface-shadow-hover) | 0 10px 22px rgba(0, 0, 0, 0.16) | 0 10px 22px rgba(2, 6, 16, 0.16) | 0 5.5px 15px rgba(var(--dark-black-rgb), 0.2), 0 10px 18px -11px rgba(242, 246, 250, 0.24), 0 18px 28px -23px rgba(242, 246, 250, 0.1) | var(--subpage-card-shadow-hover) | var(--subpage-card-shadow) | 0 5px 12px rgba(0, 0, 0, 0.22), 0 8px 13px -10px rgba(248, 253, 255, 0.1), inset 0 0 0 999px rgba(255, 255, 255, 0.014) | 0 5.5px 15px rgba(2, 6, 16, 0.2), 0 10px 18px -11px rgba(220, 236, 255, 0.23), 0 18px 28px -23px rgba(220, 236, 255, 0.1) | 0 6px 16px rgba(0, 0, 0, 0.22), 0 11px 20px -14px rgba(255, 255, 255, 0.46), 0 23px 34px -22px rgba(255, 255, 255, 0.28)"
--seg-card-bg-selected,component-or-semantic,16,11,13,app/styles/features/accessibility/touch-controls.css | app/styles/features/chat/analysis-touch-controls.css | app/styles/features/chat/hc.css | app/styles/features/documents/ui.css | app/styles/features/register/touch-controls.css | app/styles/shared/register.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/tokens.css | components/ui/BorderGlow.module.css,"var(--seg-card-bg) | rgba(var(--hc-accent-rgb), 0.1) | rgba(255, 234, 0, 0.14) | rgba(255, 234, 0, 0.1) | rgba(255, 234, 0, 0.1) !important | rgba(var(--hc-accent-rgb), 0.16) | rgba(252, 250, 249, 0.9) | var(--mid-unified-surface-bg-active) | var(--mid-unified-surface-bg-hover) | var(--form-surface-hover) | var(--form-surface-active)"
--glow-color,unknown,15,11,1,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.44) | rgba(255, 122, 126, 0.62) | rgba(255, 234, 0, 0.64) | rgba(197, 113, 113, 0.52) | rgba(255, 234, 0, 0.64) !important | rgba(var(--hc-accent-rgb), 0.64) | rgba(var(--mono-light-rgb), 0.46) | rgba(197, 113, 113, 0.52) !important | rgba(255, 255, 255, 0.5) !important | rgba(230, 230, 230, 0.46) !important | rgba(255, 234, 0, 0.86) !important"
--glow-color-10,unknown,15,11,4,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.05) | rgba(255, 122, 126, 0.07) | rgba(255, 234, 0, 0.08) | rgba(197, 113, 113, 0.07) | rgba(255, 234, 0, 0.08) !important | rgba(var(--hc-accent-rgb), 0.08) | rgba(var(--mono-light-rgb), 0.055) | rgba(197, 113, 113, 0.07) !important | rgba(255, 255, 255, 0.07) !important | rgba(230, 230, 230, 0.055) !important | rgba(255, 234, 0, 0.12) !important"
--glow-color-20,unknown,15,11,6,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.08) | rgba(255, 122, 126, 0.12) | rgba(255, 234, 0, 0.13) | rgba(197, 113, 113, 0.11) | rgba(255, 234, 0, 0.13) !important | rgba(var(--hc-accent-rgb), 0.13) | rgba(var(--mono-light-rgb), 0.09) | rgba(197, 113, 113, 0.11) !important | rgba(255, 255, 255, 0.11) !important | rgba(230, 230, 230, 0.09) !important | rgba(255, 234, 0, 0.2) !important"
--glow-color-30,unknown,15,11,3,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.12) | rgba(255, 122, 126, 0.18) | rgba(255, 234, 0, 0.2) | rgba(197, 113, 113, 0.16) | rgba(255, 234, 0, 0.2) !important | rgba(var(--hc-accent-rgb), 0.2) | rgba(var(--mono-light-rgb), 0.14) | rgba(197, 113, 113, 0.16) !important | rgba(255, 255, 255, 0.16) !important | rgba(230, 230, 230, 0.14) !important | rgba(255, 234, 0, 0.3) !important"
--glow-color-40,unknown,15,11,6,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.17) | rgba(255, 122, 126, 0.25) | rgba(255, 234, 0, 0.27) | rgba(197, 113, 113, 0.22) | rgba(255, 234, 0, 0.27) !important | rgba(var(--hc-accent-rgb), 0.27) | rgba(var(--mono-light-rgb), 0.19) | rgba(197, 113, 113, 0.22) !important | rgba(255, 255, 255, 0.22) !important | rgba(230, 230, 230, 0.19) !important | rgba(255, 234, 0, 0.38) !important"
--glow-color-50,unknown,15,11,5,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.22) | rgba(255, 122, 126, 0.32) | rgba(255, 234, 0, 0.34) | rgba(197, 113, 113, 0.28) | rgba(255, 234, 0, 0.34) !important | rgba(var(--hc-accent-rgb), 0.34) | rgba(var(--mono-light-rgb), 0.24) | rgba(197, 113, 113, 0.28) !important | rgba(255, 255, 255, 0.28) !important | rgba(230, 230, 230, 0.24) !important | rgba(255, 234, 0, 0.48) !important"
--glow-color-60,unknown,15,11,4,app/styles/features/chat/mono.css | app/styles/features/chat/shell.css | app/styles/shared/ui-glow.css | app/styles/theme/hc.css | app/styles/theme/mono.css | components/chat/WorkspacePanel.module.css | components/ui/BorderGlow.module.css,"rgba(var(--mono-light-rgb), 0.28) | rgba(255, 122, 126, 0.39) | rgba(255, 234, 0, 0.4) | rgba(197, 113, 113, 0.34) | rgba(255, 234, 0, 0.4) !important | rgba(var(--hc-accent-rgb), 0.4) | rgba(var(--mono-light-rgb), 0.3) | rgba(197, 113, 113, 0.34) !important | rgba(255, 255, 255, 0.34) !important | rgba(230, 230, 230, 0.3) !important | rgba(255, 234, 0, 0.58) !important"
--rail-tooltip-bg,unknown,13,11,11,app/styles/features/chat/shell.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css,"var(--chat-rail-tooltip-bg, var(--opaque-panel-bg, rgba(255, 250, 248, 1))) | var(--chat-rail-tooltip-bg, var(--btn-primary-bg)) | var(--chat-rail-tooltip-bg, var(--opaque-panel-bg, rgb(14, 20, 32))) | rgba(30, 32, 38, 0.995) | var(--chat-rail-tooltip-bg) | var(--chat-card-surface-night-flat-bg) | rgb(26, 29, 34) | rgb(249, 249, 248) | var(--mid-utility-panel-bg) | var(--mono-tooltip-surface) | rgb(18, 26, 40)"
--documents-dropdown-shadow,feature-alias,12,11,2,app/styles/features/documents/workspace.css,"var(--btn-primary-shadow, 0 14px 28px rgba(0, 0, 0, 0.22)) | var(--btn-primary-shadow, 0 12px 28px rgba(15, 23, 42, 0.12)) | var(--btn-primary-shadow, 0 12px 26px rgba(31, 23, 22, 0.14)) | 0 12px 26px rgba(2, 6, 16, 0.24) | 0 12px 26px rgba(0, 0, 0, 0.18) | 0 12px 26px rgba(2, 6, 16, 0.18) | 0 14px 28px rgba(0, 0, 0, 0.22) | 0 12px 28px rgba(15, 23, 42, 0.12) | 0 12px 26px rgba(31, 23, 22, 0.14) | 0 16px 32px rgba(0, 0, 0, 0.38), inset 0 0 0 1px rgba(214, 214, 214, 0.08) | none"
--btn-primary-border,component-or-semantic,28,10,22,app/styles/features/chat/hc.css | app/styles/features/chat/shell.css | app/styles/features/chat/themes.css | app/styles/features/documents/ui.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css | components/covision/CovisionPage.module.css,"2px solid rgba(var(--hc-accent-rgb), 0.66) | 2px solid rgba(255, 234, 0, 0.66) | var(--btn-primary-border-hover) | var(--btn-primary-border-active, var(--btn-primary-border)) | 0 solid transparent | 2px solid rgba(var(--hc-accent-rgb), 0.72) | 1px solid rgba(148, 163, 184, 0.08) | transparent | 1px solid rgba(255, 255, 255, 0.1) | 2px solid var(--hc-accent, #ffea00)"
--input-shadow,component-or-semantic,20,10,42,app/styles/features/chat/hc.css | app/styles/features/documents/mono.css | app/styles/features/documents/ui.css | app/styles/features/documents/workspace.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"none | var(--mono-field-hole-shadow) | var(--mid-unified-surface-shadow) | 0 8px 18px rgba(0, 0, 0, 0.12) | 0 8px 18px rgba(2, 6, 16, 0.12) | 0 5px 14px rgba(var(--dark-black-rgb), 0.2), 0 10px 18px -12px rgba(238, 242, 248, 0.2), 0 18px 28px -24px rgba(238, 242, 248, 0.08) | var(--subpage-card-shadow) | 0 4px 10px rgba(0, 0, 0, 0.2), 0 7px 12px -10px rgba(248, 253, 255, 0.08), inset 0 0 0 999px rgba(255, 255, 255, 0.008) | 0 5px 14px rgba(2, 6, 16, 0.2), 0 10px 18px -12px rgba(220, 236, 255, 0.22), 0 18px 28px -24px rgba(220, 236, 255, 0.09) | 0 5.5px 15px rgba(0, 0, 0, 0.22), 0 10px 18px -14px rgba(255, 255, 255, 0.38), 0 21px 32px -22px rgba(255, 255, 255, 0.22)"
--input-flat-bg,component-or-semantic,13,10,14,app/styles/features/documents/mono.css | app/styles/features/documents/workspace.css | app/styles/features/service-map/desktop/base.css | app/styles/theme/dark.css | app/styles/theme/hc.css | app/styles/theme/light.css | app/styles/theme/mid.css | app/styles/theme/mono.css | app/styles/theme/night.css | app/styles/tokens.css,"var(--mono-input-surface) | var(--documents-elevated-bg) | #000 | var(--workspace-elevated-card-bg) | rgba(8, 9, 12, 0.68) | var(--hc-control-bg) | var(--hc-field-bg) | var(--btn-primary-bg) | var(--mid-pill-surface-bg, var(--btn-primary-bg)) | var(--input-bg)"
